QUEST_UNUSED_20150317_000001	なるほど、パードナーマスターへの道だな。武運を祈る！
QUEST_UNUSED_20151014_000707	さらに深い場所で(4)
QUEST_UNUSED_20151014_000708	もう少し待って
QUEST_UNUSED_20151014_000709	全てが元通り(1)
QUEST_UNUSED_20151014_000710	全てが元通り(2)
QUEST_UNUSED_20151014_000711	錆取り
QUEST_UNUSED_20151014_000712	大事で貴重な
QUEST_UNUSED_20151014_000713	発想の転換
QUEST_UNUSED_20151014_000714	全てが元通り(3)
QUEST_UNUSED_20151014_000715	飛行型モンスターにエサを与える
QUEST_UNUSED_20151014_000716	ファルコナーマスターはモンスターを鷹の代わりに使えないか、試してみたいようです。三種類の飛行型モンスターにエサを与えて馴らしてみてください。
QUEST_UNUSED_20151014_000717	ファルコナーマスターに報告
QUEST_UNUSED_20151014_000718	モンスターを馴らすのに失敗しました。ファルコナーマスターのところに戻ってください。
QUEST_UNUSED_20151014_000719	起源の森にいるシュヴァルツライターマスターを訪ねてください。
QUEST_UNUSED_20151014_000720	一般モンスターに連続200回命中
QUEST_UNUSED_20151014_000721	シュヴァルツライターマスターは狙った敵を確実に仕留める実力があるか確認したいと言います。一般モンスターを相手に攻撃を200回連続で命中させてください。
QUEST_UNUSED_20151014_000722	ミスなく連続で攻撃を命中させました。シュヴァルツライターマスターのところに戻ってください。
QUEST_UNUSED_20151014_000723	隠れている仲介者を探して物を渡す
QUEST_UNUSED_20151014_000724	モンクマスターはバイルの使いに会って自分が渡した物を渡してほしいと言います。仲介者は隠れているので、モンクマスターがくれたメモに書かれた場所へ行って合い言葉を言い、仲介者が現れたら物を渡してください。
QUEST_UNUSED_20151014_000725	モンクマスターに報告
QUEST_UNUSED_20151014_000726	無事に仲介者に物を渡しました。モンクマスターのところに戻ってください。
QUEST_UNUSED_20151014_000727	パードナーマスターの帳簿捜索
QUEST_UNUSED_20151014_000728	パードナーマスターは自分が持っている帳簿が破れて使えなくなったと言います。修道院 35_3でパードナーマスターが隠して予備帳簿を探してください。
QUEST_UNUSED_20151014_000729	パードナーマスターの帳簿を見つけました。パードナーマスターのところに戻ってください。
QUEST_UNUSED_20151014_000730	植物モンスターのサンプル収集
QUEST_UNUSED_20151014_000731	ドルイドマスターは神樹の日以降に過成長した植物に付いて調査しているそうです。研究を手伝うために、植物型モンスターを退治してサンプルを集めてください。強いモンスターほど、たくさんのサンプルが手に入ります。
QUEST_UNUSED_20151014_000732	ドルイドマスターに届ける
QUEST_UNUSED_20151014_000733	植物型モンスターのサンプルを集めました。ドルイドマスターのところに戻ってください。
QUEST_UNUSED_20151014_000734	峡谷地帯 36_1に浄化のロムーバ設置
QUEST_UNUSED_20151014_000735	オラクルマスターは最近魔気が強くなって自分の能力を妨害していると言います。特に魔気が強い峡谷地帯 36_1に行って浄化のロムーバを設置してください。
QUEST_UNUSED_20151014_000736	オラクルマスターに報告
QUEST_UNUSED_20151014_000737	浄化のロムーバを全部設置しました。オラクルマスターのところに戻ってください。
QUEST_UNUSED_20151014_000738	宝箱を開ける
QUEST_UNUSED_20151014_000739	石化の霜を避けてモンスター退治
QUEST_UNUSED_20151014_000740	箱を開くと微弱な石化の霜が出てきて、周辺のモンスターまで襲って来ました！石化の霜を避けてモンスターを全部退治してください。
QUEST_UNUSED_20151014_000741	柱を確認する
QUEST_UNUSED_20151014_000742	ガルエット平野に入って目にしたのは、たくさんの柱でした。印象深い柱があるので、調べてみましょう。
QUEST_UNUSED_20151014_000743	柱を守る
QUEST_UNUSED_20151014_000744	モンスターたちが集まって来て柱を攻撃します！柱を守ってください。
QUEST_UNUSED_20151014_000745	柱から粉を落とす
QUEST_UNUSED_20151014_000746	モンスターたちが集まった理由は、この黒い粉がエサのように見えたからでしょうか？モンスターを全部倒したので、柱に付いている黒い粉を落としましょう。
QUEST_UNUSED_20151014_000747	誰かの記録が刻まれた柱が他にもありそうです。柱を調べてください。神秘的な光を発する結晶があれば、暗くても柱の文字を読めそうです。
QUEST_UNUSED_20151014_000748	モンスターの油を集める
QUEST_UNUSED_20151014_000749	神秘的な光を発する結晶が十分な光を放つにはモンスターの油が必要なようです。モンスターを狩ってモンスターの油を集めましょう。
QUEST_UNUSED_20151014_000750	柱に刻まれた文字を読む
QUEST_UNUSED_20151014_000751	モンスターの油を集めました。柱のところへ行って神秘的な光を発する結晶の光で柱に刻まれた文字を読んでみましょう。
QUEST_UNUSED_20151014_000752	モンスターを退治してモンスターの油獲得
QUEST_UNUSED_20151014_000753	他の柱にも誰かの記録がありそうです。柱を調べてみましょう。
QUEST_UNUSED_20151014_000754	数字を言う
QUEST_UNUSED_20151014_000755	ガルエット平野のどこかで手に入れたヒントの数字を言えば、柱の文字を読むことができると書いてあります。柱の近くでチャット欄に数字を入力してください。特定の色の柱からヒントを獲得できます。
QUEST_UNUSED_20151014_000756	柱に何か刻まれているのが見えて来ました。読んでみてください！
QUEST_UNUSED_20151014_000757	柱が現れたようです！近寄って調べてください。
QUEST_UNUSED_20151014_000758	柱を補修する
QUEST_UNUSED_20151014_000759	召喚の柱の文字を読むには、光るコケが必要です。近くで集めてください。ただし、5分以内に戻らないと、柱がまた現れるまで待たなければならないので、急ぎましょう。
QUEST_UNUSED_20151014_000760	柱の文字を読む
QUEST_UNUSED_20151014_000761	柱の文字を読むことができそうです。柱のところへ行って読んでみましょう。
QUEST_UNUSED_20151014_000762	他の柱にこの話の続きが刻まれているかもしれません。柱を調べてみましょう。
QUEST_UNUSED_20151014_000763	粘性のある液体を集める
QUEST_UNUSED_20151014_000764	触れてもいないのに、柱が崩れてしまいました。柱を修理しなければならないので、周辺にいるモンスターから粘性のある液体を集めましょう。
QUEST_UNUSED_20151014_000765	柱を修理する
QUEST_UNUSED_20151014_000766	粘性のある液体を集めました。戻って柱を修理してください。
QUEST_UNUSED_20151014_000767	モンスターから%s入手
QUEST_UNUSED_20151014_000768	粘性のある液体を集める
QUEST_UNUSED_20151014_000769	残りの物語があの柱に書いてあるようです。近寄って調べてみましょう。
QUEST_UNUSED_20151014_000770	柱の欠片をはめ込む
QUEST_UNUSED_20151014_000771	持っていた紋様の欠片をはめ込めば、ピッタリ合いそうです。欠片をはめ込んでください。ただし、クエストを放棄すると紋様の欠片は消えてしまいます。紋様の欠片が消えた場合はまた柱のところで入手できます。
QUEST_UNUSED_20151014_000772	持っていた紋様の欠片をはめ込めば、ピッタリ合いそうです。欠片をはめ込んでください。
QUEST_UNUSED_20151014_000773	ユーラテと話す
QUEST_UNUSED_20151014_000774	ユーラテと聖物について話を続けてください。
QUEST_UNUSED_20151014_000775	聖物を発掘する
QUEST_UNUSED_20151014_000776	探索棒で見つけた場所へ行き、慎重に聖物を発掘してください。
QUEST_UNUSED_20151014_000777	ユーラテに報告
QUEST_UNUSED_20151014_000778	聖物を見つけたようです。ユーラテに届けましょう。
QUEST_UNUSED_20151014_000779	ヴィルヘルミナ・キャリオットがあなたが持っている物をじっと見つめています。ヴィルヘルミナ・キャリオットと話してください。
QUEST_UNUSED_20151014_000780	ルクリス部隊の印章と羊皮紙の文書を集める
QUEST_UNUSED_20151014_000781	ヴィルヘルミナ・キャリオットは資料をもっと欲しがっています。大地の要塞で情報になりそうな物を集めてください。
QUEST_UNUSED_20151014_000782	ヴィルヘルミナ・キャリオットに届ける
QUEST_UNUSED_20151014_000783	これだけあればヴィルヘルミナ・キャリオットも満足するでしょう。ヴィルヘルミナ・キャリオットに届けてください。
QUEST_UNUSED_20151014_000784	ルクリス時代の本が散らばっています。読めそうな本を探してください。
QUEST_UNUSED_20151014_000785	この本ををヴィルヘルミナ・キャリオットに届ければ、報酬をもらえそうです。
QUEST_UNUSED_20151014_000786	ルクリス部隊の兵士の霊魂と話す
QUEST_UNUSED_20151014_000787	女神のもとへ逝くこともできずにさまよっているルクリス部隊の兵士の霊魂が見えます。彼と話してください。
QUEST_UNUSED_20151014_000788	ラッパを吹いて霊魂たちに退却命令を知らせる
QUEST_UNUSED_20151014_000789	ルクリス部隊の兵士の霊魂は退却を知らせられなかったことが未練になっているようです。ラッパを吹いてルクリス部隊の兵士の霊魂たちに退却命令を知らせてください。
QUEST_UNUSED_20151014_000790	ラッパを吹いて退却命令を知らせました。ルクリス部隊の兵士の霊魂に報告してください。
QUEST_UNUSED_20151014_000791	移住民ボウェインと話す
QUEST_UNUSED_20151014_000792	レンパリサ池の移住民ボウェインと話してください。
QUEST_UNUSED_20151014_000793	移住民ブロフェンと話す
QUEST_UNUSED_20151014_000794	移住民ブロフェンと話してください。
QUEST_UNUSED_20151014_000795	ステータスポイント使用
QUEST_UNUSED_20151014_000796	F1キーを押してステータスポイントをしようしてください。
QUEST_UNUSED_20151014_000797	葉っぱの軟膏を届ける
QUEST_UNUSED_20151014_000798	移住民ブロフェンから、移住民レイラに葉っぱの軟膏を届けてほしいと頼まれました。
QUEST_UNUSED_20151014_000799	村長ロマナスと話す
QUEST_UNUSED_20151014_000800	村長ロマナスがあなたを待っています。
QUEST_UNUSED_20151014_000801	管理官リュタスと話す
QUEST_UNUSED_20151014_000802	レンパリサ池のオルシャ入口で管理官リュタスと話してください。
QUEST_UNUSED_20151014_000803	管理官リュタスと話してください。
QUEST_UNUSED_20151014_000804	急襲してきたボスモンスター退治
QUEST_UNUSED_20151014_000805	急襲してきたボスモンスターを退治してください
